LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE,CURRENT_BALANCE,FICO_SCORE,LTV,ORIG_VALUE,AVM_VALUE,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,LOAN_AGE,FICO_BIN,LTV_BIN
23297311,3/15/12,3/19/12,,4/19/12,,6/18/12,DTFDOR,Bankers Bank,1180011317,IN,No,No,12/22/11,221000,727,85,260000,,,,X,B,Community Banks,Mike Willams,5/30/12,4,SEMT 2012-5,6/1/13,17.31452391,"[700.0, 800.0)","(0.0, 85.0]"
33731976,9/21/11,9/28/11,10/20/11,10/27/11,,11/21/11,VXQXQN,Home Savings of America,1122571756,CA,No,No,5/9/11,360800,727,88,410000,,,,P,B,Community Banks,Mike Willams,11/16/11,4,WFMBS 2006-AR4,6/1/13,24.7725826,"[700.0, 800.0)","(85.0, 90.0]"
23696914,11/23/10,1/10/11,,,,2/2/11,YFCJAW,Nova Financial & Investment Corporation,221708680,AZ,No,No,7/15/10,103500,727,90,115000,,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,1/24/11,4,SEMT 2012-1,6/1/13,34.56333806,"[700.0, 800.0)","(85.0, 90.0]"
21380854,7/11/12,7/12/12,7/27/12,8/7/12,,10/2/12,FUZNMN,Main Street Financial Inc,292452026,FL,No,No,5/30/12,119700,727,90,133000,,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,9/19/12,4,WFMBS 2006-5,6/1/13,12.05774246,"[700.0, 800.0)","(85.0, 90.0]"
21773201,6/27/12,6/27/12,,7/23/12,,8/30/12,DXCAHY,ARK-LA-TEX Financial Services LLC,410806079,CA,No,No,3/14/12,274500,727,90,309000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,8/21/12,4,SEMT 2012-5,6/1/13,14.58756853,"[700.0, 800.0)","(85.0, 90.0]"
20824138,6/8/12,6/8/12,,,,6/25/12,DYWUEL,Guaranteed Rate Inc,11400727812,NJ,No,No,,370800,727,90,412000,,,,P,B,Mortgage Banker - (Large),,,5,SEMT 2012-5,6/1/13,,"[700.0, 800.0)","(85.0, 90.0]"
30679084,10/12/11,11/15/11,,12/6/11,1/13/12,1/17/12,OSKTRJ,"Rabobank, National Association",8911015833,CA,No,No,3/8/11,108205,727,95,114000,,,,P,B,Community Banks,Mike Willams,12/27/11,4,SEMT 2012-1,6/1/13,26.80958541,"[700.0, 800.0)","(90.0, 95.0]"
33690194,12/20/11,12/27/11,,1/19/12,,2/21/12,JXAIAB,Network Funding Lp,8021092001,WI,No,No,10/21/11,113050,727,95,124000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,2/16/12,4,WFMBS 2006-5,6/1/13,19.35152673,"[700.0, 800.0)","(90.0, 95.0]"
27747439,3/15/12,3/19/12,,4/9/12,,5/14/12,BIHMZB,Resource Lenders Inc,20117751,CA,No,No,12/27/11,399000,727,95,425000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,5/11/12,4,SEMT 2012-1,6/1/13,17.15024949,"[700.0, 800.0)","(90.0, 95.0]"
30712129,6/25/12,6/25/12,,,,7/19/12,BVOKMC,Gateway Funding Diversified Mortgage Svcs LP,1229006275,NJ,No,No,5/15/12,309500,728,84.55999756,366000,345000,,,R,B,Mortgage Banker - (Large),Mike Willams,6/27/12,4,SEMT 2012-1,6/1/13,12.55056572,"[700.0, 800.0)","(0.0, 85.0]"
32772714,10/1/12,10/4/12,,10/25/12,,12/13/12,OCFWRV,Discover Home Loans Inc,7213026,OH,No,No,6/18/12,293200,728,84.98999786,345000,,,,X,B,Mortgage Banker - Bank Owned,Steve Winston,11/21/12,4,SEMT 2012-5,6/1/13,11.43349966,"[700.0, 800.0)","(0.0, 85.0]"
22773854,12/20/11,12/27/11,,1/2/12,,1/5/12,ZAUZAR,Churchill Mortgage Corporation,380847046,IN,No,No,10/12/11,199000,728,88.44000244,225000,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,1/4/12,4,WFMBS 2006-AR4,6/1/13,19.64722068,"[700.0, 800.0)","(85.0, 90.0]"
20422388,12/20/11,1/5/12,,1/9/12,,2/7/12,CMNVUE,Northwest Mortgage Group Inc,02-1080015,OR,No,Yes,10/18/11,94400,728,89.95999908,115000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/25/12,4,SEMT 2012-1,6/1/13,19.45009138,"[700.0, 800.0)","(85.0, 90.0]"
17270277,3/15/12,3/19/12,,4/19/12,,6/11/12,AMZBZV,State Bank of Lincoln,,IL,No,No,12/9/11,108000,728,90,125000,,,,P,B,Community Banks,Steve Winston,5/29/12,4,SEMT 2012-1,6/1/13,17.74163741,"[700.0, 800.0)","(85.0, 90.0]"
22894628,6/21/11,6/29/11,7/21/11,7/25/11,9/23/11,9/29/11,UZGLUR,Legacy Banks,1003326,MA,No,Yes,2/16/11,147600,728,90,170000,170000,,,P,G,Community Banks,Steve Winston,8/12/11,4,SEMT 2012-5,6/1/13,27.46668309,"[700.0, 800.0)","(85.0, 90.0]"
20553000,10/12/11,10/24/11,,11/9/11,,12/8/11,DSNDCE,Sterling Savings Bank,226282,CA,No,No,8/29/11,409500,728,90,470000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,12/8/11,4,SEMT 2012-5,6/1/13,21.09283558,"[700.0, 800.0)","(85.0, 90.0]"
15491583,4/19/11,5/4/11,,,,5/13/11,QELQWU,Telcom Credit Union,63192,MI,No,No,2/25/11,87400,728,95,100000,83000,,,P,B,Credit Unions,Allie Martin,5/12/11,4,WFMBS 2006-5,6/1/13,27.17098914,"[700.0, 800.0)","(90.0, 95.0]"
19831911,12/29/11,12/29/11,,1/6/12,,1/26/12,RXFYQZ,"Wells Fargo Bank, N.A.",120671581,CA,No,No,5/25/10,209000,728,95,220000,151423,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,1/12/12,5,SEMT 2012-5,6/1/13,36.23893714,"[700.0, 800.0)","(90.0, 95.0]"
32624556,4/19/11,5/4/11,,,,5/17/11,PSSMON,Bank of the Pacific,6800387419,WA,No,No,12/29/10,237500,729,84.81999969,280000,228000,,,R,B,Community Banks,Mike Willams,5/16/11,4,WFMBS 2006-5,6/1/13,29.07657241,"[700.0, 800.0)","(0.0, 85.0]"
32709589,1/3/13,1/4/13,1/28/13,2/5/13,,,KDGRAP,"Wells Fargo Bank, N.A.",414273912,AZ,No,No,5/23/12,157900,729,84.88999939,195000,188000,,,P,G,Bank Owned Mortgage Company - National,Mike Willams,2/5/13,1,WFMBS 2006-5,6/1/13,12.28772665,"[700.0, 800.0)","(0.0, 85.0]"
31699249,3/15/12,3/19/12,,4/18/12,6/26/12,7/2/12,WPFVWZ,1st National Bank of Gillette,1157215760,WY,Yes,No,12/22/11,268597,729,85,323000,,,,P,B,Community Banks,Mike Willams,5/24/12,4,WFMBS 2006-AR4,6/1/13,17.31452391,"[700.0, 800.0)","(0.0, 85.0]"
24186516,3/15/12,3/19/12,,4/9/12,,5/10/12,DZZOUQ,Equity Resources Inc,1157600421,OH,No,No,1/30/12,156600,729,90,174000,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,5/10/12,4,SEMT 2012-1,6/1/13,16.03318343,"[700.0, 800.0)","(85.0, 90.0]"
15030505,7/11/12,7/12/12,,8/8/12,,10/4/12,PJPDBA,First Choice Bank,414496786,NJ,No,No,5/22/12,211500,729,90,235000,,,,R,B,Community Banks,Eric Miller,9/19/12,4,WFMBS 2006-5,6/1/13,12.32058153,"[700.0, 800.0)","(85.0, 90.0]"
33572931,7/11/12,7/12/12,,9/7/12,,8/30/12,YAYCFZ,First Dakota National Bank,1701474255,SD,No,No,4/27/12,223200,729,90,250000,,,,P,B,Community Banks,Eric Miller,7/24/12,4,WFMBS 2006-5,6/1/13,13.14195363,"[700.0, 800.0)","(85.0, 90.0]"
21362345,3/15/12,3/19/12,,5/21/12,,6/22/12,HSBRSA,Bank of Springfield,12-000100,IL,No,No,2/10/12,148920,729,94.25,158000,,,,R,B,Community Banks,Steve Winston,6/14/12,4,WFMBS 2006-AR4,6/1/13,15.67177971,"[700.0, 800.0)","(90.0, 95.0]"
22065220,6/21/11,6/23/11,,7/12/11,,7/28/11,CHPJWE,Texas Dow Employees Credit Union,2134899,TX,No,No,4/1/11,76950,729,95,82000,,,,P,B,Credit Unions,Mike Willams,7/28/11,4,WFMBS 2006-5,6/1/13,26.02106819,"[700.0, 800.0)","(90.0, 95.0]"
28149110,6/1/10,8/9/10,,,,12/14/10,DIMOAQ,Global Credit Union,,OR,No,No,5/28/09,109250,729,95,115000,,,,R,B,Credit Unions,Mike Willams,8/27/10,4,SEMT 2012-1,6/1/13,48.13240518,"[700.0, 800.0)","(90.0, 95.0]"
23938014,4/19/11,4/29/11,,,,5/12/11,DKGLZI,SEFCU Services LLC,210723P,NY,No,No,12/2/10,168150,729,95,177000,,,,P,B,Credit Unions,Steve Winston,5/5/11,4,SEMT 2012-5,6/1/13,29.96365428,"[700.0, 800.0)","(90.0, 95.0]"
23014217,11/3/11,11/8/11,,11/10/11,,1/17/12,LPINTJ,Allied Home Mortgage Corp,1866210051,WV,No,No,9/30/11,208800,730,90,234000,178811,Yes,234000,P,B,Mortgage Banker - (Large),Mike Willams,12/1/11,4,WFMBS 2006-AR4,6/1/13,20.04147929,"[700.0, 800.0)","(85.0, 90.0]"
20296578,3/15/12,3/19/12,,4/9/12,,5/22/12,SKTJQN,Gateway Funding Diversified Mortgage Svcs LP,1273000119,PA,No,No,2/3/12,318000,730,90.86000061,350000,,,,R,B,Mortgage Banker - (Large),Mike Willams,5/22/12,4,WFMBS 2006-AR4,6/1/13,15.9017639,"[700.0, 800.0)","(90.0, 95.0]"
29777680,7/11/12,7/12/12,,7/18/12,,9/4/12,NCKTLT,RoundPoint Mortgage Company,5400037201,FL,No,No,5/31/12,159000,730,93.52999878,170000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,8/6/12,4,WFMBS 2006-5,6/1/13,12.02488757,"[700.0, 800.0)","(90.0, 95.0]"
31749978,6/27/12,6/27/12,7/19/12,7/30/12,10/1/12,10/8/12,SUURKS,Consumer Loan Services Inc,27635,IA,No,No,3/30/12,68400,730,95,72000,,,,R,B,Credit Unions,Allie Martin,9/4/12,4,WFMBS 2006-AR4,6/1/13,14.06189039,"[700.0, 800.0)","(90.0, 95.0]"
21572581,11/3/11,11/8/11,,11/10/11,,1/17/12,YLMYCN,Allied Home Mortgage Corp,2901210114,GA,No,No,9/30/11,140125,730,95,150000,210545,Yes,170500,P,B,Mortgage Banker - (Large),Mike Willams,12/5/11,4,WFMBS 2006-AR4,6/1/13,20.04147929,"[700.0, 800.0)","(90.0, 95.0]"
25826089,10/8/12,10/10/12,,11/1/12,,12/7/12,GBHYKM,Cendera Funding Inc,414845628,TX,Yes,No,6/12/12,241300,730,95,277000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/7/12,4,SEMT 2012-1,6/1/13,11.63062897,"[700.0, 800.0)","(90.0, 95.0]"
21874119,7/11/12,7/12/12,7/27/12,8/22/12,,9/28/12,YUHTRZ,Skyline Financial Corporation,291445773,CA,No,Yes,4/18/12,242250,730,95,257000,,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,9/27/12,4,WFMBS 2006-AR4,6/1/13,13.43764759,"[700.0, 800.0)","(90.0, 95.0]"
28074863,10/8/12,10/11/12,,11/2/12,,12/19/12,TCCWJG,Interstate Bank SSB,34028113,TX,Yes,No,9/5/12,262960,730,95,300000,,,,P,B,Community Banks,Steve Winston,12/19/12,4,WFMBS 2006-AR4,6/1/13,8.837963819,"[700.0, 800.0)","(90.0, 95.0]"
16925680,3/15/12,3/19/12,,3/27/12,,3/30/12,XOOYTJ,CBC National Bank,8000023469,GA,No,Yes,2/24/12,308750,730,95,325000,,,,P,B,Community Banks,Mike Willams,3/30/12,4,WFMBS 2006-5,6/1/13,15.21181133,"[700.0, 800.0)","(90.0, 95.0]"
24022745,10/8/12,10/10/12,,11/9/12,,1/10/13,FKQSBK,GMFS LLC,43923,LA,No,No,8/24/12,204000,731,85,240000,,,,X,B,Mortgage Banker - Bank Owned,Eric Miller,12/27/12,4,WFMBS 2006-5,6/1/13,9.232222428,"[700.0, 800.0)","(0.0, 85.0]"
23366998,12/20/11,12/29/11,,1/4/12,,1/26/12,AZKMTV,Home Loan Center Inc,1048371514,NJ,No,No,11/7/11,161750,731,87.43000031,185000,,,,R,B,Mortgage Banker - (Large),Steve Winston,1/18/12,4,WFMBS 2006-5,6/1/13,18.7929937,"[700.0, 800.0)","(85.0, 90.0]"
25407335,6/1/10,7/20/10,,,,2/7/11,OTQEWM,Trustmark National Bank,4048769,MS,No,No,6/22/09,121000,731,89.62999725,142000,126000,,,P,B,Community Banks,Allie Martin,6/30/10,4,SEMT 2012-5,6/1/13,47.31103308,"[700.0, 800.0)","(85.0, 90.0]"
19501871,4/19/11,5/4/11,5/19/11,5/26/11,,6/17/11,POPRJT,Magnolia State Bank,225239810,MS,Yes,No,12/22/10,256000,731,89.98000336,284507.6684,300000,,,R,B,Community Banks,Allie Martin,6/13/11,4,SEMT 2012-5,6/1/13,29.3065566,"[700.0, 800.0)","(85.0, 90.0]"
21945445,11/23/10,1/6/11,,,,5/4/11,CYHBIC,Consumers Credit Union,9500005884,MI,No,No,6/11/10,63000,731,90,70000,,,,P,B,Credit Unions,Mike Willams,4/1/11,4,WFMBS 2006-AR4,6/1/13,35.68040412,"[700.0, 800.0)","(85.0, 90.0]"
26649498,6/21/11,6/23/11,,7/12/11,,8/1/11,JEDPZP,Pinnacle Capital Mortgage Corporation,6051054095,CA,No,No,5/23/11,220500,731,90,245000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/1/11,4,WFMBS 2006-5,6/1/13,24.31261422,"[700.0, 800.0)","(85.0, 90.0]"
24492802,4/19/11,5/4/11,5/19/11,5/24/11,,7/8/11,LIGXEF,Robins Federal Credit Union,11731,GA,No,No,1/14/11,166500,731,92.5,180000,,,,R,B,Credit Unions,Mike Willams,6/10/11,4,SEMT 2012-5,6/1/13,28.55089427,"[700.0, 800.0)","(90.0, 95.0]"
19812209,1/11/13,1/16/13,,,,,YPFTKD,Norwich Commercial Group Inc,7854300,MA,No,No,11/2/12,313500,731,95,332000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,6.932380542,"[700.0, 800.0)","(90.0, 95.0]"
33085691,6/1/10,8/18/10,,,,2/25/11,ROQONI,Citizens Bank,5132,TN,No,No,5/23/09,54500,732,83.84999847,65000,,,,R,B,Community Banks,Mike Willams,9/3/10,4,SEMT 2012-5,6/1/13,48.2966796,"[700.0, 800.0)","(0.0, 85.0]"
25574908,12/20/11,12/29/11,,2/6/12,,3/8/12,ROYRMJ,CFBank,603182406,OH,No,No,10/24/11,323657,732,85.68000031,370000,,,,R,B,Community Banks,Mike Willams,3/8/12,4,SEMT 2012-5,6/1/13,19.25296207,"[700.0, 800.0)","(85.0, 90.0]"
26543512,6/21/11,6/23/11,,7/12/11,,8/12/11,XUOLHJ,Acre Mortgage & Financial Inc,280992645,NJ,No,No,4/25/11,143294,732,86.83999634,165000,,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,7/29/11,4,SEMT 2012-1,6/1/13,25.23255098,"[700.0, 800.0)","(85.0, 90.0]"
27641057,3/15/12,3/19/12,,4/11/12,,5/30/12,TTJTTI,Glacier Bancorp Inc,410295778,MT,No,Yes,1/6/12,124000,732,88.88999939,139500,,,,R,B,Community Banks,Allie Martin,5/21/12,4,WFMBS 2006-5,6/1/13,16.82170065,"[700.0, 800.0)","(85.0, 90.0]"
31561504,2/9/11,2/9/11,,,,3/2/11,OKXRVO,Provident Funding Associates LP,1820100668,MN,No,No,11/9/10,194500,732,89,219000,,,,R,B,Mortgage Banker - (Large),Allie Martin,2/24/11,4,SEMT 2012-1,6/1/13,30.71931662,"[700.0, 800.0)","(85.0, 90.0]"
16264700,9/21/11,9/28/11,,10/28/11,,11/28/11,KBPJBO,Chicago Mortgage Solutions Corporation,376869954,IL,No,No,4/8/11,163300,732,89.97000122,190000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,11/17/11,4,SEMT 2012-1,6/1/13,25.79108401,"[700.0, 800.0)","(85.0, 90.0]"
29492160,4/19/11,4/28/11,,5/26/11,,7/11/11,FWYENC,CNB Mortgage Company,,NY,No,No,1/27/11,159507,732,90,174000,,,,P,B,Community Banks,Mike Willams,6/16/11,4,SEMT 2012-1,6/1/13,28.12378078,"[700.0, 800.0)","(85.0, 90.0]"
31934853,7/11/12,7/12/12,,7/18/12,,9/4/12,QWWWVW,RoundPoint Mortgage Company,5400026998,WV,No,No,3/14/12,167976,732,90,182000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,8/3/12,4,SEMT 2012-1,6/1/13,14.58756853,"[700.0, 800.0)","(85.0, 90.0]"
30416868,3/19/10,3/23/10,,,,7/28/10,GYQPWL,First Technology Federal Credit Union,9304042286,OR,No,No,12/24/09,210600,732,90,210600,,,,P,B,Credit Unions,Steve Winston,4/20/10,4,SEMT 2012-5,6/1/13,41.23287953,"[700.0, 800.0)","(85.0, 90.0]"
17097660,6/21/11,6/23/11,,7/7/11,,9/1/11,CYTZCN,University of Wisconsin Credit Union,7112937276,WI,No,No,5/11/11,196000,732,93.33000183,210000,,,,R,B,Credit Unions,Allie Martin,7/27/11,4,SEMT 2012-5,6/1/13,24.70687283,"[700.0, 800.0)","(90.0, 95.0]"
26177735,1/11/13,1/16/13,,1/30/13,,,SWANQD,Village Mortgage Company,1210000753,CT,No,No,11/20/12,291555,732,93.58999634,304000,,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/13,6.340992628,"[700.0, 800.0)","(90.0, 95.0]"
16929859,10/8/12,10/10/12,,10/25/12,,11/29/12,GFXWFO,Mann Mortgage LLC,416187912,MT,No,No,7/10/12,213000,732,94.66999817,225000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/27/12,4,SEMT 2012-5,6/1/13,10.71069221,"[700.0, 800.0)","(90.0, 95.0]"
16950271,10/8/12,10/10/12,,10/17/12,,11/1/12,ARQESF,"Wells Fargo Bank, N.A.",292709532,OH,No,No,8/2/12,204000,732,94.87999725,215000,,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/22/12,4,SEMT 2012-5,6/1/13,9.955029877,"[700.0, 800.0)","(90.0, 95.0]"
34333345,9/21/11,9/29/11,,10/24/11,,11/30/11,FYBBXP,Idaho Central Credit Union,704322608,ID,No,No,5/13/11,87400,732,95,125000,,,,P,B,Credit Unions,Mike Willams,11/8/11,4,WFMBS 2006-AR4,6/1/13,24.64116306,"[700.0, 800.0)","(90.0, 95.0]"
24612372,10/8/12,10/11/12,,10/25/12,,12/13/12,LSUUXF,First Bank,6850413995,TX,No,No,6/29/12,184775,732,95,195000,,,,P,B,Community Banks,Eric Miller,11/26/12,4,SEMT 2012-5,6/1/13,11.07209594,"[700.0, 800.0)","(90.0, 95.0]"
18658147,12/20/11,1/9/12,,1/17/12,,2/9/12,QAEQXK,Republic Mortgage Home Loans LLC,7161316,UT,No,No,10/17/11,203300,732,95,214000,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,2/7/12,4,SEMT 2012-5,6/1/13,19.48294626,"[700.0, 800.0)","(90.0, 95.0]"
16124533,3/18/11,3/29/11,,,,5/19/11,EPKXLZ,JPMorgan Chase Bank NA,1182167443,DE,No,No,1/26/11,174000,733,85,205000,188785,,,X,B,Bank Owned Mortgage Company - National,,,5,SEMT 2012-1,6/1/13,28.15663566,"[700.0, 800.0)","(0.0, 85.0]"
16269824,1/30/13,,,2/4/13,,,NRQVYQ,CUC Mortgage Corporation,50804,NY,No,No,11/15/12,147500,733,85.01000214,174000,,,,P,B,Credit Unions,,,,WFMBS 2006-5,6/1/13,6.505267049,"[700.0, 800.0)","(85.0, 90.0]"
15745546,8/10/12,,,,,10/25/12,ZLQWVK,Guaranteed Rate Inc,,VA,No,No,,401500,733,87.27999878,460000,,,,R,B,Mortgage Banker - (Large),Rob Jacobs,10/3/12,4,SEMT 2012-5,6/1/13,,"[700.0, 800.0)","(85.0, 90.0]"
21071980,9/21/11,9/28/11,,11/4/11,,12/29/11,IMJURV,"Bank of America, N.A.",235561229,CA,No,No,6/29/11,250000,733,89.93000031,278000,253000,,,P,B,Bank Owned Mortgage Company - National,Steve Winston,12/16/11,4,WFMBS 2006-5,6/1/13,23.09698351,"[700.0, 800.0)","(85.0, 90.0]"
3434642,6/1/10,7/6/10,,,,7/14/10,HGLWWB,First Savings Mortgage Corporation,25609002,DC,No,Yes,5/6/09,440800,733,89.95999908,490000,,,,R,B,Mortgage Banker - (Large),Mike Willams,7/14/10,4,SEMT 2012-1,6/1/13,48.85521263,"[700.0, 800.0)","(85.0, 90.0]"
17438926,3/15/12,3/19/12,,4/10/12,,5/21/12,VRMEVN,United Community Mortgage Services Inc,8400142525,GA,No,No,12/16/11,174600,733,90,208000,,,,P,B,Community Banks,Mike Willams,5/16/12,4,SEMT 2012-1,6/1/13,17.51165322,"[700.0, 800.0)","(85.0, 90.0]"
24724533,6/1/10,9/23/10,,,3/26/11,3/1/11,FTKQAB,Patriot Bank,6993219167,TN,No,No,2/25/10,316800,733,90,375000,,,,P,B,Community Banks,Allie Martin,9/30/10,4,SEMT 2012-1,6/1/13,39.16302183,"[700.0, 800.0)","(85.0, 90.0]"
26949646,6/21/11,6/30/11,7/22/11,8/18/11,,8/24/11,MEEFHT,Homestead Funding Corp,1154987642,NY,No,No,1/21/11,319500,733,90,355000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/24/11,4,WFMBS 2006-AR4,6/1/13,28.32091008,"[700.0, 800.0)","(85.0, 90.0]"
34284317,4/9/10,5/6/10,,,,9/14/10,RWOTXO,Alaska USA Federal Credit Union,6850211482,AK,No,No,1/8/10,319500,733,90,,,,,R,B,Credit Unions,Steve Winston,5/26/10,4,SEMT 2012-5,6/1/13,40.74005626,"[700.0, 800.0)","(85.0, 90.0]"
32963323,4/19/11,5/9/11,,6/1/11,,6/27/11,NVZDFE,Guardian Credit Union,63295ME-174,WI,No,No,2/28/11,327000,733,90.83000183,360000,,,,R,B,Credit Unions,Mike Willams,6/22/11,4,SEMT 2012-1,6/1/13,27.07242449,"[700.0, 800.0)","(90.0, 95.0]"
29671208,10/8/12,10/10/12,,11/9/12,,1/3/13,RAUVGJ,Texas Dow Employees Credit Union,69953084,TX,No,No,8/27/12,105000,733,91.30000305,115000,,,,R,B,Credit Unions,Mike Willams,12/26/12,4,SEMT 2012-5,6/1/13,9.133657775,"[700.0, 800.0)","(90.0, 95.0]"
22949060,9/21/11,9/28/11,,10/13/11,,10/24/11,TGCAZW,Franklin American Mortgage Company,376773602,TX,No,No,4/1/11,123500,733,95,139000,,,,P,B,Mortgage Banker - (Large),Steve Winston,10/19/11,4,WFMBS 2006-5,6/1/13,26.02106819,"[700.0, 800.0)","(90.0, 95.0]"
26166316,11/23/10,1/10/11,,,,2/16/11,IZASMJ,Primary Capital Advisors LC,222402411,GA,No,No,7/6/10,123500,733,95,130000,,,,P,B,Mortgage Banker - (Large),Steve Winston,2/11/11,4,SEMT 2012-5,6/1/13,34.85903201,"[700.0, 800.0)","(90.0, 95.0]"
33113176,2/5/13,,,,,,XHXLHM,"Wells Fargo Bank, N.A.",414117051,CO,No,No,5/31/12,199500,733,95,211000,,,,P,B,Bank Owned Mortgage Company - National,,,,SEMT 2012-1,6/1/13,12.02488757,"[700.0, 800.0)","(90.0, 95.0]"
30748088,12/10/12,12/11/12,,12/14/12,,1/23/13,XWYKME,WCS Lending LLC,294583083,FL,No,No,10/22/12,332500,733,95,350000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,1/22/13,4,WFMBS 2006-5,6/1/13,7.293784267,"[700.0, 800.0)","(90.0, 95.0]"
22646284,10/12/11,10/14/11,,11/3/11,,11/23/11,FSYGQV,Arizona State Credit Union,1423419561,AZ,No,No,9/22/11,174600,733,97,180000,,,,P,B,Credit Unions,Steve Winston,11/22/11,4,SEMT 2012-1,6/1/13,20.30431836,"[700.0, 800.0)","(95.0, inf]"
29483683,6/21/11,6/23/11,,7/12/11,,7/22/11,DOONHT,Weichert Financial Services,1423624707,PA,No,No,4/15/11,188700,734,85,222000,,,,P,B,Mortgage Banker - (Large),Mike Willams,7/20/11,4,WFMBS 2006-AR4,6/1/13,25.56109982,"[700.0, 800.0)","(0.0, 85.0]"
23670646,1/11/13,1/16/13,1/31/13,,,,MMMUIM,Franklin Loan Corporation,431953157,CA,No,No,10/30/12,408000,734,85,480000,,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/13,7.030945194,"[700.0, 800.0)","(0.0, 85.0]"
19133519,11/23/10,1/5/11,,,,2/16/11,TJUUUL,Central Bancompany,2710506005,MO,No,No,8/5/10,108700,734,86.26999664,125999.77,,,,R,B,Community Banks,Steve Winston,1/25/11,4,SEMT 2012-5,6/1/13,33.87338549,"[700.0, 800.0)","(85.0, 90.0]"
15286030,12/20/11,1/4/12,1/26/12,2/6/12,,3/7/12,QQMAUV,Bell State Bank & Trust,1122796617,AZ,No,No,11/28/11,253100,734,86.41000366,292900,,,,P,G,Community Banks,Mike Willams,3/7/12,4,WFMBS 2006-AR4,6/1/13,18.10304113,"[700.0, 800.0)","(85.0, 90.0]"
28243013,1/11/13,1/16/13,,,,,HYAHFC,Dort Federal Credit Union,201200683,MI,No,No,10/29/12,175000,734,86.62999725,202000,,,,R,B,Credit Unions,,,,SEMT 2012-5,6/1/13,7.063800078,"[700.0, 800.0)","(85.0, 90.0]"
33790168,10/8/12,10/10/12,,10/19/12,,11/14/12,JOPBSE,Associated Mortgage Corporation,1701551790,OK,No,No,8/27/12,101908,734,87.51999664,115000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/8/12,4,SEMT 2012-1,6/1/13,9.133657775,"[700.0, 800.0)","(85.0, 90.0]"
25000353,6/1/10,9/7/10,,,,9/16/10,NYCUZA,Members 1st Federal Credit Union,269285516,PA,No,No,5/15/09,126000,734,88.11000061,143000,,,,R,B,Credit Unions,Allie Martin,9/16/10,4,SEMT 2012-1,6/1/13,48.55951868,"[700.0, 800.0)","(85.0, 90.0]"
27671078,7/11/12,7/12/12,8/3/12,8/7/12,,9/20/12,KBIPNF,Citywide Home Loans a Utah corporation,292475258,CO,No,Yes,5/31/12,25018,734,90,29000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,9/20/12,4,WFMBS 2006-5,6/1/13,12.02488757,"[700.0, 800.0)","(85.0, 90.0]"
25733820,4/19/11,4/29/11,,,,5/12/11,FXVOFU,SEFCU Services LLC,479305900,NY,No,No,12/15/10,103500,734,90,115000,,,,P,B,Credit Unions,Steve Winston,5/6/11,4,SEMT 2012-1,6/1/13,29.53654079,"[700.0, 800.0)","(85.0, 90.0]"
34233165,6/8/12,6/8/12,,,,6/25/12,WBCWFE,Guaranteed Rate Inc,11100645146,NV,No,No,5/25/12,168150,734,95,177000,,,,P,B,Mortgage Banker - (Large),,,5,WFMBS 2006-5,6/1/13,12.22201688,"[700.0, 800.0)","(90.0, 95.0]"
