LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE,CURRENT_BALANCE,FICO_SCORE,LTV,ORIG_VALUE,AVM_VALUE,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,LOAN_AGE,FICO_BIN,LTV_BIN
26951911,6/1/10,6/1/10,,,,2/4/11,OSMKGP,Security Service Federal Credit Union,205466718,TX,No,No,7/8/09,318250,759,95,337500,,,,P,B,Credit Unions,Allie Martin,7/6/10,4,SEMT 2012-5,6/1/13,46.78535494,"[700.0, 800.0)","(90.0, 95.0]"
16958619,3/15/12,3/19/12,,4/5/12,,5/4/12,HFJKDL,TBI Mortgage Company,,CT,Yes,No,2/21/12,327214,759,95,345000,,,,P,B,Mortgage Banker - (Large),Mike Willams,5/3/12,4,WFMBS 2006-5,6/1/13,15.31037598,"[700.0, 800.0)","(90.0, 95.0]"
27192395,2/1/11,2/17/11,,,,4/14/11,HICJUS,JPMorgan Chase Bank NA,1974191367,VA,No,No,7/27/10,335800,760,83,405000,,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,4/14/11,4,SEMT 2012-1,6/1/13,34.16907945,"[700.0, 800.0)","(0.0, 85.0]"
18503701,10/8/12,10/11/12,,10/31/12,,12/19/12,VYENMS,BankSouth,416444867,GA,No,No,7/20/12,417000,760,83.40000153,505000,,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,12/5/12,4,SEMT 2012-1,6/1/13,10.38214337,"[700.0, 800.0)","(0.0, 85.0]"
19549105,10/12/11,10/14/11,,10/20/11,,12/5/11,QCCHJF,Volunteer State Bank,3789237,TN,No,No,7/28/11,400330,760,83.93000031,477000,415000,,,R,B,Community Banks,Allie Martin,11/4/11,4,WFMBS 2006-AR4,6/1/13,22.14419187,"[700.0, 800.0)","(0.0, 85.0]"
22394082,12/20/11,12/29/11,,1/4/12,,1/26/12,KGCMZW,Home Loan Center Inc,3203547,VA,No,Yes,11/15/11,147900,760,84.02999878,176000,,,,X,B,Mortgage Banker - (Large),Steve Winston,1/13/12,4,SEMT 2012-1,6/1/13,18.53015462,"[700.0, 800.0)","(0.0, 85.0]"
26940685,9/21/11,9/28/11,,11/7/11,1/13/12,1/13/12,MQAVPM,"Bank of America, N.A.",234617883,AL,Yes,No,6/16/11,260260,760,84.12000275,310000,,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,12/16/11,4,WFMBS 2006-5,6/1/13,23.524097,"[700.0, 800.0)","(0.0, 85.0]"
17803411,10/5/12,,,10/8/12,,1/4/13,CSNQVP,Guaranteed Rate Inc,,IL,No,Yes,8/14/12,201450,760,85,237000,,,,R,B,Mortgage Banker - (Large),Rob Jacobs,10/22/12,4,WFMBS 2006-5,6/1/13,9.560771268,"[700.0, 800.0)","(0.0, 85.0]"
19601135,7/11/12,7/12/12,,7/20/12,,7/31/12,OZNHBX,Meridian  Bank,412486532,PA,No,No,4/11/12,212500,760,85,250000,,,,R,B,Community Banks,Steve Winston,7/18/12,4,SEMT 2012-1,6/1/13,13.66763178,"[700.0, 800.0)","(0.0, 85.0]"
33593397,10/1/12,10/2/12,,10/3/12,,11/2/12,WISAMG,ClearPoint Funding Inc,400020334,MA,No,No,8/21/12,320000,760,88.40000153,362000,,,,R,B,Mortgage Banker - Bank Owned,Eric Miller,10/5/12,4,WFMBS 2006-AR4,6/1/13,9.33078708,"[700.0, 800.0)","(85.0, 90.0]"
19167288,4/19/11,5/4/11,,5/24/11,7/29/11,7/29/11,NXXLUL,State Bank of Lincoln,53173,IL,No,No,12/10/10,72000,760,90,94000,,,,P,B,Community Banks,Mike Willams,6/15/11,4,WFMBS 2006-5,6/1/13,29.70081521,"[700.0, 800.0)","(85.0, 90.0]"
15925842,7/11/12,7/12/12,,8/1/12,,9/27/12,ZSRQVG,Mountain West Bank,6995921314,ID,No,No,3/21/12,121500,760,90,145000,,,,P,B,Community Banks,Mike Willams,9/12/12,4,WFMBS 2006-5,6/1/13,14.35758434,"[700.0, 800.0)","(85.0, 90.0]"
21723847,6/1/10,9/20/10,,,3/25/11,3/16/11,YDYSRA,WR Starkey Mortgage LLP,8400085026,TN,No,No,5/26/09,146250,760,90,170000,182000,,,P,G,Mortgage Banker - Bank Owned,Allie Martin,11/2/10,4,WFMBS 2006-5,6/1/13,48.19811495,"[700.0, 800.0)","(85.0, 90.0]"
25675606,6/1/10,8/18/10,,,3/26/11,3/28/11,RIGGBR,Citizens Bank,5297,TN,No,No,1/14/10,160200,760,90,179000,188000,,,P,B,Community Banks,Steve Winston,9/8/10,4,SEMT 2012-5,6/1/13,40.54292696,"[700.0, 800.0)","(85.0, 90.0]"
18787974,6/1/10,7/19/10,,,,2/9/11,ZGHJXX,Shelter Mortgage Company LLC,12409678,IL,No,Yes,4/23/10,180000,760,90,,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,8/3/10,4,SEMT 2012-5,6/1/13,37.29029344,"[700.0, 800.0)","(85.0, 90.0]"
17481390,10/8/12,10/10/12,11/12/12,11/16/12,,1/9/13,ICIRHK,First Mortgage Company LLC,520550,OK,Yes,No,8/3/12,253800,760,90,285000,,,,P,B,Mortgage Banker - (Large),Allie Martin,1/4/13,4,SEMT 2012-1,6/1/13,9.922174993,"[700.0, 800.0)","(85.0, 90.0]"
24927999,7/12/11,7/14/11,,7/25/11,,8/12/11,PWFJCX,Embrace Home Loans Inc,377376793,VA,No,Yes,5/5/11,396000,760,90,445000,,,,P,B,Mortgage Banker - (Large),Mike Willams,8/12/11,4,SEMT 2012-1,6/1/13,24.90400214,"[700.0, 800.0)","(85.0, 90.0]"
19732390,7/11/12,7/12/12,,8/1/12,,9/11/12,ARFYAI,Cornerstone Mortgage Company,410891501,WA,No,No,3/15/12,223000,760,91.76999664,243000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,9/11/12,4,SEMT 2012-5,6/1/13,14.55471365,"[700.0, 800.0)","(90.0, 95.0]"
24332171,1/4/12,1/6/12,,1/11/12,,1/20/12,VCTMZI,Fifth Third Bank,412323156,IN,No,No,4/26/11,146000,760,94.19000244,155000,148241,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,1/20/12,4,WFMBS 2006-5,6/1/13,25.19969609,"[700.0, 800.0)","(90.0, 95.0]"
23265836,12/20/11,12/27/11,,1/18/12,,2/17/12,YBLUAY,The First National Bank of Trenton,603247019,TX,No,No,10/11/11,309000,760,94.79000092,326000,,,,R,B,Community Banks,Mike Willams,2/15/12,4,SEMT 2012-1,6/1/13,19.68007557,"[700.0, 800.0)","(90.0, 95.0]"
21791267,11/23/10,1/20/11,,,,3/16/11,SJLKWG,Century Mortgage Company,222239224,KY,No,No,6/29/10,92953,760,95,103000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,3/10/11,4,SEMT 2012-1,6/1/13,35.0890162,"[700.0, 800.0)","(90.0, 95.0]"
33518287,6/1/10,9/22/10,,,,2/22/11,EYARRU,Summit Credit Union,8000008750,WI,No,Yes,5/27/09,142500,760,95,150000,146000,,,P,B,Credit Unions,Steve Winston,11/9/10,4,WFMBS 2006-AR4,6/1/13,48.16526007,"[700.0, 800.0)","(90.0, 95.0]"
18209831,7/11/12,7/12/12,,8/2/12,,9/20/12,ZUOCJI,Potlatch #1 Federal Credit Union,1427566383,ID,No,No,5/29/12,147250,760,95,156600,,,,P,B,Credit Unions,Steve Winston,9/14/12,4,SEMT 2012-5,6/1/13,12.09059734,"[700.0, 800.0)","(90.0, 95.0]"
30958511,6/1/10,9/3/10,,,,2/22/11,AJDKPX,Safe Credit Union,1421997337,CA,No,No,10/30/09,169100,760,95,178000,,,,P,B,Credit Unions,Steve Winston,10/11/10,4,SEMT 2012-5,6/1/13,43.03989815,"[700.0, 800.0)","(90.0, 95.0]"
23128212,1/11/13,1/16/13,,1/23/13,,1/30/13,YFEFDS,Vision One Mortgage Inc,294660378,CA,No,No,10/5/12,300000,761,82.19000244,365000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,1/30/13,4,WFMBS 2006-5,6/1/13,7.852317296,"[700.0, 800.0)","(0.0, 85.0]"
31786705,12/20/11,12/22/11,,1/13/12,,2/7/12,LWHZFS,Affiliated Bank,911100516,TX,No,No,10/26/11,127700,761,84.01000214,152000,,,,X,B,Community Banks,Allie Martin,2/6/12,4,SEMT 2012-5,6/1/13,19.1872523,"[700.0, 800.0)","(0.0, 85.0]"
23741458,11/23/10,1/10/11,,,,2/7/11,EZRIXR,Pinnacle Bank Wyoming,222551832,WY,No,No,8/18/10,168800,761,84.40000153,200000,193956,,,R,B,Community Banks,Steve Winston,2/7/11,4,SEMT 2012-5,6/1/13,33.446272,"[700.0, 800.0)","(0.0, 85.0]"
17905657,6/1/10,8/17/10,,,,8/31/10,VKPENF,First Federal Savings and Loan Association of,5250167498,OH,No,No,5/29/09,137700,761,85,,,,,P,B,Community Banks,Steve Winston,8/31/10,4,SEMT 2012-1,6/1/13,48.0995503,"[700.0, 800.0)","(0.0, 85.0]"
17347729,6/1/10,7/29/10,,,,9/27/10,BBDBGW,Caliber Funding LLC,602385577,CO,No,No,5/21/09,107100,761,90,119000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,9/27/10,4,SEMT 2012-5,6/1/13,48.36238937,"[700.0, 800.0)","(85.0, 90.0]"
20754981,8/10/11,8/11/11,,8/18/11,9/30/11,9/29/11,ARGZTY,Pinnacle Capital Mortgage Corporation,8061052939,AZ,No,No,5/18/11,120600,761,90,144000,,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,9/13/11,4,WFMBS 2006-AR4,6/1/13,24.47688864,"[700.0, 800.0)","(85.0, 90.0]"
18033295,1/11/13,1/16/13,,2/4/13,,,FBNAYA,Myers Park Mortgage Inc,48039762,NC,No,No,10/26/12,185300,761,90,206000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,7.16236473,"[700.0, 800.0)","(85.0, 90.0]"
26599715,10/8/12,10/10/12,,10/12/12,,11/2/12,OIWAOL,First Savings Mortgage Corporation,415678689,MD,No,No,6/26/12,409500,761,90,470000,,,,P,B,Mortgage Banker - (Large),Allie Martin,10/16/12,4,WFMBS 2006-5,6/1/13,11.17066059,"[700.0, 800.0)","(85.0, 90.0]"
17833571,6/1/10,6/30/20,,,,1/31/11,LQHFTK,America First Federal Credit Union,8584070,UT,No,No,7/14/09,127450,761,91.36000061,139500,128000,,,R,B,Credit Unions,Steve Winston,6/30/10,4,WFMBS 2006-AR4,6/1/13,46.58822563,"[700.0, 800.0)","(90.0, 95.0]"
26290482,3/15/12,3/19/12,,3/27/12,,3/30/12,HGUFYN,CBC National Bank,1122885918,MD,No,No,12/5/11,405000,761,93.09999847,435000,,,,R,B,Community Banks,Mike Willams,3/29/12,4,SEMT 2012-5,6/1/13,17.87305694,"[700.0, 800.0)","(90.0, 95.0]"
30752529,11/23/10,1/11/11,,,,2/24/11,ARJKWG,Terrace Mortgage Company,222774576,IL,No,No,8/25/10,369000,761,93.41999817,394990.37,,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,2/24/11,4,WFMBS 2006-5,6/1/13,33.21628781,"[700.0, 800.0)","(90.0, 95.0]"
15089844,10/8/12,10/10/12,11/12/12,11/20/12,,1/7/13,DOZXMG,MSA Mortgage LLC,1465609347,MA,No,Yes,8/3/12,330000,761,93.75,352000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,1/4/13,4,SEMT 2012-5,6/1/13,9.922174993,"[700.0, 800.0)","(90.0, 95.0]"
16456535,4/19/11,4/25/11,,5/19/11,,5/25/11,XQDXDF,American Fidelity Mortgage Services Inc,602953693,IL,No,No,1/21/11,261200,761,94.98000336,275000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,5/25/11,4,WFMBS 2006-5,6/1/13,28.32091008,"[700.0, 800.0)","(90.0, 95.0]"
28268536,1/11/13,1/16/13,,2/5/13,,,PMIIQW,Space Coast Credit Union,8371037,FL,No,No,10/17/12,50255,761,95,54000,,,,P,B,Credit Unions,,,,SEMT 2012-1,6/1/13,7.458058687,"[700.0, 800.0)","(90.0, 95.0]"
23895049,1/11/13,1/16/13,,1/29/13,,,HUBQFP,Kirkston Mortgage Lending LLC,5777381819,KS,No,No,11/21/12,164825,761,95,174000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,6.308137744,"[700.0, 800.0)","(90.0, 95.0]"
29702111,7/11/12,7/12/12,,7/16/12,,9/17/12,MMCHUP,Sun American Mortgage Company Inc,8872000837,AZ,No,No,4/26/12,217550,761,95,230000,206000,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,7/27/12,4,WFMBS 2006-AR4,6/1/13,13.17480852,"[700.0, 800.0)","(90.0, 95.0]"
20741600,11/23/10,1/11/11,,,,4/14/11,HOZLCJ,The Stillwater National Bank & Trust Company,6974800,OK,No,No,6/30/10,270750,761,95,285000,,,,P,B,Community Banks,Steve Winston,3/29/11,5,SEMT 2012-5,6/1/13,35.05616132,"[700.0, 800.0)","(90.0, 95.0]"
19466985,3/15/12,3/19/12,,4/5/12,,6/14/12,ISPVMU,Stockman Bank of Montana,1040411754,MT,No,No,2/21/12,291650,761,95,307000,,,,P,B,Community Banks,Steve Winston,5/7/12,4,SEMT 2012-5,6/1/13,15.31037598,"[700.0, 800.0)","(90.0, 95.0]"
16011067,3/15/12,3/19/12,,4/5/12,,5/4/12,YHMRFT,TBI Mortgage Company,18068-003,CA,Yes,Yes,1/17/12,199305,762,81.5,325000,,,,P,B,Mortgage Banker - (Large),Mike Willams,5/3/12,4,WFMBS 2006-AR4,6/1/13,16.46029693,"[700.0, 800.0)","(0.0, 85.0]"
30463806,10/12/11,10/14/11,,11/7/11,,12/20/11,OTISAO,Town & Country Bank,200035607,IL,No,No,2/15/11,59700,762,82.91999817,72000,,,,R,B,Community Banks,Steve Winston,12/20/11,4,SEMT 2012-1,6/1/13,27.49953798,"[700.0, 800.0)","(0.0, 85.0]"
26664139,6/1/10,9/20/10,,,,2/24/11,IPTJPI,WR Starkey Mortgage LLP,8400081776,NC,No,No,5/11/09,108000,762,83.08000183,,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,10/27/10,4,SEMT 2012-1,6/1/13,48.69093821,"[700.0, 800.0)","(0.0, 85.0]"
28746727,3/15/12,3/19/12,,3/27/12,,4/5/12,DGOGPC,Grand Bank NA,1111025071,NM,No,No,12/20/11,367500,762,84.48000336,435000,,,,R,B,Community Banks,Mike Willams,4/4/12,4,SEMT 2012-5,6/1/13,17.38023368,"[700.0, 800.0)","(0.0, 85.0]"
14950032,11/23/10,1/6/11,,,,3/21/11,BUJDTV,Farmers & Merchants Bank,224503938,VA,No,No,6/16/10,221000,762,85,260000,253743,,,C,B,Community Banks,Steve Winston,3/21/11,4,WFMBS 2006-5,6/1/13,35.51612969,"[700.0, 800.0)","(0.0, 85.0]"
28773649,12/20/11,12/22/11,,1/10/12,,1/27/12,JHSWTF,Midwest Mortgage Capital LLC,1079719878,MO,No,No,10/11/11,169000,762,89.41999817,189000,,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,1/26/12,4,SEMT 2012-1,6/1/13,19.68007557,"[700.0, 800.0)","(85.0, 90.0]"
27907773,3/19/10,3/10/10,,,,7/26/10,VGGHEC,"Wells Fargo Bank, N.A.",264965625,VA,No,No,12/8/09,417000,762,89.68000031,465000,,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,4/6/10,4,SEMT 2012-5,6/1/13,41.75855767,"[700.0, 800.0)","(85.0, 90.0]"
28351045,10/12/11,10/17/11,,11/8/11,,12/29/11,XSXQTW,D L Evans Bank,289046088,ID,No,No,5/20/11,112959,762,90,130000,,,,P,B,Community Banks,Allie Martin,12/16/11,4,SEMT 2012-5,6/1/13,24.41117887,"[700.0, 800.0)","(85.0, 90.0]"
15129012,6/21/11,6/23/11,,7/6/11,,7/28/11,PBMVPA,Sunstreet Mortgage LLC,603065350,AZ,No,No,5/10/11,198000,762,90,239500,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,7/14/11,4,SEMT 2012-5,6/1/13,24.73972772,"[700.0, 800.0)","(85.0, 90.0]"
32610930,4/9/10,5/5/10,,,,11/29/10,HCCBXV,Resource Lenders Inc,218789097,NV,No,No,1/11/10,325800,762,90,362000,298000,No,,R,B,Mortgage Banker - Bank Owned,Steve Winston,11/29/10,4,WFMBS 2006-5,6/1/13,40.64149161,"[700.0, 800.0)","(85.0, 90.0]"
19240136,7/11/12,7/12/12,8/3/12,8/22/12,10/12/12,10/12/12,WGQYYI,Grow Financial Federal Credit Union,33077652,FL,No,No,3/12/12,210000,762,91.30000305,230000,,,,R,B,Credit Unions,Steve Winston,9/27/12,4,SEMT 2012-1,6/1/13,14.6532783,"[700.0, 800.0)","(90.0, 95.0]"
32927470,10/5/12,,,10/8/12,,1/4/13,LTMHAL,Guaranteed Rate Inc,,NJ,No,Yes,,156800,762,94.97000122,165500,,,,P,B,Mortgage Banker - (Large),Rob Jacobs,10/19/12,4,SEMT 2012-1,6/1/13,,"[700.0, 800.0)","(90.0, 95.0]"
26879034,10/5/12,,,10/8/12,,1/4/13,WLLXHT,Guaranteed Rate Inc,,IL,No,No,,88065,762,95,98000,,,,P,B,Mortgage Banker - (Large),Rob Jacobs,10/24/12,4,WFMBS 2006-5,6/1/13,,"[700.0, 800.0)","(90.0, 95.0]"
26603036,3/19/10,3/11/10,,,,7/27/10,WGPMHM,Fifth Third Bank,409167863,GA,No,No,12/18/09,104500,762,95,,,,,P,B,Bank Owned Mortgage Company - National,Steve Winston,3/30/10,4,WFMBS 2006-5,6/1/13,41.43000883,"[700.0, 800.0)","(90.0, 95.0]"
18450965,11/23/10,1/20/11,,,,2/16/11,LYLFFB,First Security Bank,62418637,AR,No,No,7/15/10,169575,762,95,178500,,,,P,B,Community Banks,Allie Martin,2/16/11,4,SEMT 2012-1,6/1/13,34.56333806,"[700.0, 800.0)","(90.0, 95.0]"
30277678,10/8/12,10/16/12,,10/24/12,,12/5/12,BELAFR,The First Mortgage Corporation,294184833,IL,No,No,8/31/12,175750,762,95,187000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/20/12,4,SEMT 2012-1,6/1/13,9.002238239,"[700.0, 800.0)","(90.0, 95.0]"
25132055,4/19/11,4/29/11,,,,5/12/11,IZQZJU,SEFCU Services LLC,473380900,NY,No,No,3/4/11,333450,762,95,351000,,,,P,B,Credit Unions,Steve Winston,5/6/11,4,WFMBS 2006-AR4,6/1/13,26.94100495,"[700.0, 800.0)","(90.0, 95.0]"
19323888,3/15/12,3/19/12,,4/19/12,,6/11/12,NSKEVT,State Bank of Lincoln,,MO,No,No,2/17/12,125130,762,97,129500,,,,P,B,Community Banks,Steve Winston,5/29/12,4,WFMBS 2006-AR4,6/1/13,15.44179552,"[700.0, 800.0)","(95.0, inf]"
16531182,7/11/12,7/12/12,,7/18/12,,9/4/12,UPMQND,RoundPoint Mortgage Company,1123096489,TN,No,No,5/21/12,323200,763,87.83000183,368000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,8/6/12,4,WFMBS 2006-AR4,6/1/13,12.35343642,"[700.0, 800.0)","(85.0, 90.0]"
27711840,3/15/12,3/19/12,,5/21/12,,6/22/12,NXOXWP,Bank of Springfield,12-000158,MO,No,No,2/21/12,160429,763,88.15000153,182000,,,,R,B,Community Banks,Steve Winston,6/18/12,4,SEMT 2012-1,6/1/13,15.31037598,"[700.0, 800.0)","(85.0, 90.0]"
33164224,11/23/10,1/10/11,2/17/11,,,4/7/11,JTZDYV,Mortgage Master Inc,6850252997,MA,No,No,6/30/10,382400,763,88.93000031,430001.12,,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,4/6/11,4,SEMT 2012-5,6/1/13,35.05616132,"[700.0, 800.0)","(85.0, 90.0]"
26695130,10/1/12,10/5/12,10/22/12,10/23/12,,11/13/12,NFJEVN,Hallmark Home Mortgage LLC,603352154,IN,No,No,7/30/12,131746,763,89.02999878,146000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,11/13/12,4,SEMT 2012-5,6/1/13,10.05359453,"[700.0, 800.0)","(85.0, 90.0]"
22783554,1/11/13,1/16/13,,2/5/13,,,ONOJXB,Liberty Bank of Arkansas,122237,AR,No,No,11/30/12,123300,763,90,137000,,,,R,B,Community Banks,,,,WFMBS 2006-AR4,6/1/13,6.012443787,"[700.0, 800.0)","(85.0, 90.0]"
29197616,6/4/12,6/12/12,6/27/12,,,7/23/12,RWOHJL,"Wells Fargo Bank, N.A.",411049877,TX,No,No,2/10/12,131400,763,90,150000,147000,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,7/10/12,4,SEMT 2012-5,6/1/13,15.67177971,"[700.0, 800.0)","(85.0, 90.0]"
33273636,10/8/12,10/10/12,,11/9/12,,1/10/13,LBZRFV,GMFS LLC,41714,LA,No,No,7/10/12,261000,763,90,290000,,,,R,B,Mortgage Banker - Bank Owned,Eric Miller,12/26/12,4,SEMT 2012-5,6/1/13,10.71069221,"[700.0, 800.0)","(85.0, 90.0]"
21045542,3/15/12,3/19/12,,4/10/12,,6/1/12,QZGXOZ,The Bank Of Canton,6800475906,MA,No,Yes,1/27/12,278100,763,90,309000,,,,P,B,Community Banks,Steve Winston,5/24/12,4,WFMBS 2006-5,6/1/13,16.13174809,"[700.0, 800.0)","(85.0, 90.0]"
26715197,10/12/11,10/14/11,,12/8/11,,12/22/11,FOOSUB,MetLife Home Loans,74990631,WA,No,No,8/31/11,294448,763,90,328000,,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,12/22/11,4,WFMBS 2006-5,6/1/13,21.02712581,"[700.0, 800.0)","(85.0, 90.0]"
31866376,12/20/11,12/29/11,,,,1/24/12,CCVAXK,Continental Bank,603215324,PA,No,No,9/23/11,200772,763,92.08999634,215000,,,,R,B,Community Banks,,,6,SEMT 2012-1,6/1/13,20.27146348,"[700.0, 800.0)","(90.0, 95.0]"
20988102,9/8/11,9/13/11,,9/22/11,,10/11/11,LSPMPB,US Bank NA,6800400116,MN,No,No,2/4/11,355930,763,93.11000061,377000,,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,10/11/11,4,WFMBS 2006-AR4,6/1/13,27.8609417,"[700.0, 800.0)","(90.0, 95.0]"
